"RecordId","BusinessName","FullAddress","StreetNumber","StreetDirectional","StreetName","StreetSuffix","PostDirectional","UnitDesignator","UnitNumber","CityName","StateCode","Zip","Zip4","AddressTypeIndicator","DeliverabilityIndicator","Phone","PhoneCode","PubDate","SolicitationRestrictions","PrimaryBusinessClassificationFlag","SIC1","SIC2","SIC3","SIC4","SIC5","SIC6","BusinessFlag","FileMaintenanceFlag","Latitude","Longitude","PrecisionCode","FIPS","RBOCUnique","VanityCityName","BookNumber","DirectoryPage","RecordNumber","WebAddress","BDC1","BDC2","BDC3","BDC4","BDC5","BDC6","CaptionCounter","Caption1","Caption2","Caption3","Caption4","Caption5","Caption6","MSA","NAICS1","NAICS2","NAICS3","NAICS4","NAICS5","NAICS6","Fax","CaptionParentFlag","CaptionSequenceNumber","SectionNumber","ChangeCode","VerificationFlag","BCSFlag","SYPH1","SYPH2","SYPH3","SYPH4","SYPH5","SYPH6","TransactionCreateDate","SalesVolume","EmployeeSize","ContactFirstName","ContactLastName","ContactTitle","ContactGender","SohoFlag","EthnicOwnedBusiness","WomenOwnedBusiness","MasterRecordId","SecondPhoneNumber","SecondPhoneNumberCode","AgeOfRecord","AddressPrivacyFlag","ChainID","CBSA"
"0126280224","KATE MCCARTHY PSYCHOTHERAPIST","8 THORNDIKE ST","8","","THORNDIKE","ST","","","","BEVERLY","MA","01915","5858","H","3","9789211088","P","201509","T","I","80490320","","","","","","5","","42.547405","-070.877970","A","250090559505595","","BEVERLY","033758","0035","0001","","18031700","","","","","","0","","","","","","","","6213300315","","","","","","","C","000005","005","","V","P","185690","","","","","","","","","KATE","MCCARTHY","PSYCHOTHERAPIST","F","","","","N00017QSSI","","","20151007","","","14460"
"0126280262","DR TERRY GARFINKLE MD","100 CUMMINGS CTR","100","","CUMMINGS","CTR","","","","BEVERLY","MA","01915","6115","H","3","9789216282","P","201509","","I","80110000","","","","","","6","","42.559021","-070.886853","2","250090559505595","","BEVERLY","033758","0022","0001","NSENTA.COM","18030700","","","","","","0","","","","","","","","6211110000","","","","","","","C","000003","005","","V","P","172970","","","","","","","A","4","TERRY","GARFINKLE","MD","U","N","N","N","N000478CDH","","","20151007","","","14460"
"0129817713","CHRISTINE BENWAY ESQ","12 ALFRED ST","12","","ALFRED","ST","","","","WOBURN","MA","01801","1972","H","3","7818971750","P","201509","","I","81110000","","","","","","6","","42.502004","-071.155837","A","250178103581035","","WOBURN","701632","0448","0001","CHRISTINEBENWAY.COM","11180200","22060100","23010100","","","","0","","","","","","","","5411100000","","","","","","","C","000001","001","","V","P","021021","700248","","","","","","","","CHRISTINE","BENWAY","ESQ","F","","","","N00018KIB7","","","20151007","","","14460"
"0129817714","MARVIN H DORFMAN ESQ","12 ALFRED ST","12","","ALFRED","ST","","","","WOBURN","MA","01801","1972","H","3","7818971790","P","201509","","I","81110000","87210505","","","","","6","","42.502004","-071.155837","A","250178103581035","","WOBURN","701632","0456","0001","DORFMAN-CPAS.COM","11180200","22060100","23010100","15015200","","","0","","","","","","","","5411100000","5412110302","","","","","","C","000002","001","","V","P","021021","700248","010310","","","","","A","2","MARVIN","DORFMAN","ESQ","M","N","N","N","N00018KIB7","","","20151007","","","14460"
"0131390279","DENNEY KIMBERLY LMHC LMFT","8 THORNDIKE ST","8","","THORNDIKE","ST","","","","BEVERLY","MA","01915","5858","H","3","9789212870","P","201509","","I","83220406","80490300","","","","","5","","42.547405","-070.877970","A","250090559505595","","BEVERLY","533069","0068","0001","","12050900","18031700","","","","","0","","","","","","","","6241900305","6211120000","","","","","","C","000001","001","","V","P","067710","147111","067610","","","","","","","KIMBERLY","DENNEY","LMHC","M","","","","N00017QSSI","","","20151007","","","14460"
"0134728469","POLLY BEYER LICSW","8 THORNDIKE ST","8","","THORNDIKE","ST","","","","BEVERLY","MA","01915","5858","H","3","9785240400","P","201509","T","I","80490320","83221000","","","","","5","","42.547405","-070.877970","A","250090559505595","","BEVERLY","033758","0007","0001","","18031700","12052000","","","","","0","","","","","","","","6213300315","6241900700","","","","","","C","000006","005","","V","P","185690","217320","","","","","","","","POLLY","BEYER","LICSW","F","","","","N00017QSSI","","","20151007","","","14460"
"0134728475","KERRY THOMPSON LICSW","8 THORNDIKE ST","8","","THORNDIKE","ST","","","","BEVERLY","MA","01915","5858","H","3","9785244188","P","201509","T","I","80490320","83221000","","","","","5","","42.547405","-070.877970","A","250090559505595","","BEVERLY","033758","0055","0001","","18031700","12052000","","","","","0","","","","","","","","6213300315","6241900700","","","","","","C","000003","005","","V","P","185690","217320","","","","","","","","KERRY","THOMPSON","LICSW","M","","","","N00017QSSI","","","20151007","","","14460"
"0141155288","GAIL ELLIS MD","38 ENON ST","38","","ENON","ST","","","","BEVERLY","MA","01915","1139","S","1","9789277727","P","201509","T","I","80110000","","","","","","6","","42.586250","-070.885321","A","250090559505595","","BEVERLY","033758","0019","0001","","18030700","","","","","","0","","","","","","","","6211110000","","","","","","","C","000002","005","","V","P","172970","","","","","","","B","","GAIL","ELLIS","MD","F","N","N","N","N00018ILSL","","","20151007","","","14460"
"0141879261","WYNNE HUANG MD","800 W CUMMINGS PARK STE 1200","800","W","CUMMINGS","PARK","","STE","1200","WOBURN","MA","01801","6587","H","1","7819952419","P","201509","","I","80110000","80310000","72310000","","","","6","","42.497514","-071.124247","2","250178103581035","","WOBURN","701632","0101","0001","","18030700","22080200","","","","","0","","","","","","","","6211110000","8121120000","","","","","","C","000001","001","","V","P","172970","267575","031680","","","","","","","WYNNE","HUANG","MD","F","","","","N00010UEL3","","","20151007","","","14460"
"77B1300114","DR SUSAN KAROL MD","100 CUMMINGS CTR","100","","CUMMINGS","CTR","","","","BEVERLY","MA","01915","6115","H","3","9789229226","P","201509","T","I","80110000","","","","","","6","","42.559021","-070.886853","2","250090559505595","","BEVERLY","033758","0029","0001","SURGICALSPECIALISTSNORTHSHORE.COM","18030700","","","","","","0","","","","","","","","6211110000","","","","","","","C","000002","005","","V","P","172970","","","","","","","A","3","SUSAN","KAROL","MD","F","N","N","N","N000478CDH","","","20151007","","","14460"
"78D0043687","JENNIFER SUTHERLAND MD","900 CUMMINGS CTR","900","","CUMMINGS","CTR","","","","BEVERLY","MA","01915","6198","H","3","9789271859","P","201509","","I","91110204","80110000","","","","","6","","42.560051","-070.887494","2","250090559505595","","BEVERLY","033758","0053","0001","BEVERLYHOSPITAL.ORG","17010000","17010100","18030700","","","","0","","","","","","","","9211100204","6211110000","","","","","","C","000002","005","","V","P","108040","172970","","","","","","","","JENNIFER","SUTHERLAND","MD","F","","","","MR33489998","","","20151007","","","14460"
"83R0071410","SUSAN MEANEY DVM","642 HALE ST","642","","HALE","ST","","","","BEVERLY","MA","01915","2117","S","1","9789270317","P","201509","","I","07420000","","","","","","6","","42.560775","-070.822092","A","250090559505595","","BEVERLY","033758","0036","0001","","18030800","","","","","","0","","","","","","","","5419400000","","","","","","","C","000001","005","","V","P","246020","","","","","","","","","SUSAN","MEANEY","DVM","F","","","","MA04740234","","","20151007","","","14460"
"89I0228666","JOHN DOONAN ATTY","100 CUMMINGS CTR","100","","CUMMINGS","CTR","","","","BEVERLY","MA","01915","6115","H","3","9789212670","P","201509","","I","81110000","","","","","","5","","42.559021","-070.886853","2","250090559505595","","BEVERLY","033758","0017","0001","DGANDL.COM","11180200","22060100","23010100","","","","0","","","","","","","","5411100000","","","","","","","C","000001","005","","V","P","021021","","","","","","","","","JOHN","DOONAN","ATTY","M","","","","N0001W7ZHS","","","20151007","","","14460"
"9190807122","DR SUZANNE CURRAN MD","83 HERRICK ST","83","","HERRICK","ST","","","","BEVERLY","MA","01915","2757","H","3","9787508300","P","201509","","I","80110000","","","","","","6","","42.563539","-070.874074","A","250090559505595","","BEVERLY","033758","0015","0001","ESSEXCOUNTYOBGYN.COM","18030700","","","","","","0","","","","","","","","6211110000","","","","","","","C","000001","005","","V","P","172970","","","","","","","A","4","SUZANNE","CURRAN","MD","F","N","N","N","N0001O4926","","","20151007","","","14460"
"94G1245861","JOHN D MCELHINEY LWYR","607 MAIN ST","607","","MAIN","ST","","","","WOBURN","MA","01801","2943","S","1","7819332240","P","201509","","I","81110000","","","","","","5","","42.487566","-071.151756","A","250178103581035","","WOBURN","033891","0032","0001","","11180200","22060100","23010100","","","","0","","","","","","","","5411100000","","","","","","","C","000001","005","","V","P","021021","","","","","","","","","JOHN","MCELHINEY","LWYR","M","","","","MF14215569","","","20151007","","","14460"
"94G1766040","DUANE F CARBONE DENTIST","550 CABOT ST","550","","CABOT","ST","","","","BEVERLY","MA","01915","2511","H","3","9789220350","P","201509","T","I","80210000","","","","","","5","","42.568311","-070.890383","A","250090559505595","","BEVERLY","533069","0077","0001","","18030300","","","","","","0","","","","","","","","6212100000","","","","","","","C","000001","001","","V","P","071770","","","","","","","C","9","DUANE","CARBONE","","M","N","N","N","N0000WJNCV","","","20151007","","","14460"
"94G1766064","RICHARD J GILBRIDE DENTIST","550 CABOT ST","550","","CABOT","ST","","","","BEVERLY","MA","01915","2511","H","3","9789220350","P","201509","T","I","80210000","","","","","","5","","42.568311","-070.890383","A","250090559505595","","BEVERLY","533069","0078","0001","","18030300","","","","","","0","","","","","","","","6212100000","","","","","","","C","000002","001","","V","P","071770","","","","","","","A","3","RICHARD","GILBRIDE","","M","N","N","N","N0000WJNCV","","","20151007","","","14460"
"98J0859905","DR JEFFREY S BROWN MD FACS","7 ALFRED ST","7","","ALFRED","ST","","","","WOBURN","MA","01801","1976","H","3","7819373001","P","201509","","I","80110000","80310000","","","","","6","","42.501342","-071.156692","A","250178103581035","","WOBURN","701632","0610","0001","","18030700","","","","","","0","","","","","","","","6211110000","","","","","","","C","000001","001","","V","P","267575","172970","","","","","","","","JEFFREY","BROWN","MD FACS","M","","","","N0000OKVYA","","","20151007","","","14460"
"98J0859929","RAPHAELA P CHATELLE PA- C","7 ALFRED ST","7","","ALFRED","ST","","","","WOBURN","MA","01801","1976","H","3","7819373001","P","201509","","I","80110000","80310000","80490926","","","","5","","42.501342","-071.156692","A","250178103581035","","WOBURN","033891","0012","0001","","18030700","","","","","","0","","","","","","","","6211110000","6213990815","","","","","","C","000002","005","","V","P","267575","175540","","","","","","","","RAPHAELA","CHATELLE","PA-C","F","","","","N0000OKVYA","","","20151007","","","14460"
"98J1237503","DR FYNN NICOLETTA THOMPSON MD","77 HERRICK ST STE 201","77","","HERRICK","ST","","STE","201","BEVERLY","MA","01915","2734","H","1","9789227303","P","201509","","I","80110000","","","","","","5","","42.562608","-070.875449","A","250090559505595","","BEVERLY","033758","0055","0001","","18030700","","","","","","0","","","","","","","","6211110000","","","","","","","C","000001","005","","V","P","172970","","","","","","","","","NICOLETTA","THOMPSON-FYNN","MD","F","","","","N0000JH9PJ","","","20151007","","","14460"
"98J1238355","DAVID BECKER MD","75 HERRICK ST","75","","HERRICK","ST","","","","BEVERLY","MA","01915","5903","H","3","9789274004","P","201509","T","I","80110000","","","","","","6","","42.563113","-070.876127","A","250090559505595","","BEVERLY","703548","0164","0001","BEVERLYSURGICALASSOCIATES.COM","18030700","","","","","","0","","","","","","","","6211110000","","","","","","","C","000002","001","","V","P","172970","","","","","","","B","","DAVID","BECKER","MD","M","N","N","N","N0003PUA0I","","","20090819","","","14460"
"98J1238403","CAROL NARANJO MD","75 HERRICK ST","75","","HERRICK","ST","","","","BEVERLY","MA","01915","5903","H","3","9789274004","P","201509","T","I","80110000","","","","","","6","","42.564503","-070.877433","A","250090559505595","","BEVERLY","703548","0167","0001","BEVERLYSURGICAL.ORG|BEVERLYSURGICALASSOCIATES.COM","18030700","","","","","","0","","","","","","","","6211110000","","","","","","","C","000001","001","","V","P","172970","","","","","","","B","5","CAROL","NARANJO","MD","U","N","Y","Y","N0003PUA0I","","","20151007","","","14460"
"98J1239532","JENNIFER LEATHE MD","900 CUMMINGS CTR STE 113T","900","","CUMMINGS","CTR","","STE","113T","BEVERLY","MA","01915","6183","H","1","9787773877","P","201509","T","I","80110000","","","","","","6","","42.560051","-070.887494","2","250090559505595","","BEVERLY","702344","0271","0001","KIDSHEALTHLLC.COM","18030700","","","","","","0","","","","","","","","6211110000","","","","","","","C","000001","001","","V","P","172970","","","","","","","A","3","JENNIFER","LEATHE","MD","F","N","N","N","N0000M4VUT","","","20151007","","","14460"
"98J1241638","MARTIN LOPES HAHN MD","100 CUMMINGS CTR STE 107C","100","","CUMMINGS","CTR","","STE","107C","BEVERLY","MA","01915","6128","H","1","9782321120","P","201509","","I","80110000","","","","","","6","","42.559021","-070.886853","2","250090559505595","","BEVERLY","033758","0025","0001","","18030700","","","","","","0","","","","","","","","6211110000","","","","","","","C","000003","005","","V","P","172970","","","","","","","A","3","MARTIN","HAHN","MD","M","N","N","N","N0000LN13A","","","20151007","","","14460"
"98J1241662","M TIMONTHY MD","100 CUMMINGS CTR","100","","CUMMINGS","CTR","","","","BEVERLY","MA","01915","6115","H","3","9782321120","P","201509","","I","80110000","","","","","","6","","42.559021","-070.886853","2","250090559505595","","BEVERLY","033758","0055","0001","","18030700","","","","","","0","","","","","","","","6211110000","","","","","","","C","000004","005","","V","P","172970","","","","","","","","","M","TIMONTHY","MD","U","","","","N000478CDH","","","20151007","","","14460"
"98J1241838","GEORGE E GORMAN LICSW","8 THORNDIKE ST","8","","THORNDIKE","ST","","","","BEVERLY","MA","01915","5858","H","3","9789226060","P","201509","","I","80490320","83221000","","","","","5","","42.547405","-070.877970","A","250090559505595","","BEVERLY","533069","0195","0001","","18031700","12052000","","","","","0","","","","","","","","6213300315","6241900700","","","","","","C","000002","001","","V","P","185690","217320","","","","","","","","GEORGE","GORMAN","","M","","","","N00017QSSI","","","20151007","","","14460"
"98J1242536","KIMBERLY HUTCHINS LMHC","8 THORNDIKE ST","8","","THORNDIKE","ST","","","","BEVERLY","MA","01915","5858","H","3","9789221953","P","201509","T","I","80490320","80490300","","","","","5","","42.547405","-070.877970","A","250090559505595","","BEVERLY","033758","0027","0001","","18031700","","","","","","0","","","","","","","","6213300315","6211120000","","","","","","C","000004","005","","V","P","185690","147111","","","","","","","","KIMBERLY","HUTCHINS","LMHC","F","","","","N00017QSSI","","","20151007","","","14460"
"98J1249766","GREGORY SNYDER MD","38 ENON ST","38","","ENON","ST","","","","BEVERLY","MA","01915","1139","S","1","9789277727","P","201509","T","I","80110000","","","","","","6","","42.586250","-070.885321","A","250090559505595","","BEVERLY","033758","0051","0001","","18030700","","","","","","0","","","","","","","","6211110000","","","","","","","C","000003","005","","V","P","172970","","","","","","","","","GREGORY","SNYDER","MD","M","","","","N00018ILSL","","","20151007","","","14460"
"98J1255720","MICHAEL J ZACHAREAS MD","900 CUMMINGS CTR STE 117T","900","","CUMMINGS","CTR","","STE","117T","BEVERLY","MA","01915","6183","H","1","9782329400","P","201509","","I","80110000","80114600","80314600","","","","5","","42.560051","-070.887494","2","250090559505595","","BEVERLY","533069","0185","0001","NewEnglandUrologyGroup.com|NEINSTITUTEOFUROLOGY.COM","18030700","18030761","","","","","0","","","","","","","","6211110000","6211114400","6211119200","","","","","C","000001","001","","V","P","172970","267656","267575","172492","","","","","","MICHAEL","ZACHAREAS","","M","","","","N0003PVKNX","","","20151007","","","14460"
"9BO0141977","CHRISTINE FARO ATTY","900 CUMMINGS CTR STE 207T","900","","CUMMINGS","CTR","","STE","207T","BEVERLY","MA","01915","6121","H","1","9789223300","P","201509","","I","81110000","","","","","","5","","42.560051","-070.887494","2","250090559505595","","BEVERLY","033758","0020","0001","","11180200","22060100","23010100","","","","0","","","","","","","","5411100000","","","","","","","C","000001","005","","V","P","021021","","","","","","","","","CHRISTINE","FARO","ATTY","F","","","","N000174U6H","9784624833","P","20151007","","","14460"
"A6N0233392","KENNETH SHIEH MD","100 CUMMINGS CTR STE 107C","100","","CUMMINGS","CTR","","STE","107C","BEVERLY","MA","01915","6128","H","1","9782321120","P","201509","","I","80110000","","","","","","6","","42.559021","-070.886853","2","250090559505595","","BEVERLY","033758","0051","0001","","18030700","","","","","","0","","","","","","","","6211110000","","","","","","","C","000002","005","","V","P","172970","","","","","","","","","KENNETH","SHIEH","MD","M","","","","N0000LN13A","","","20151007","","","14460"
"AAD0482800","GARY M SMITH MD","100 CUMMINGS CTR STE 107C","100","","CUMMINGS","CTR","","STE","107C","BEVERLY","MA","01915","6128","H","1","9782321120","P","201509","","I","80110000","","","","","","6","","42.559021","-070.886853","2","250090559505595","","BEVERLY","033758","0051","0001","","18030700","","","","","","0","","","","","","","","6211110000","","","","","","","C","000001","005","","V","P","172970","","","","","","","","","GARY","SMITH","MD","M","","","","N0000LN13A","","","20151007","","","14460"
"B8N0210914","WAYNE E KRUPSKY CPA","500 CUMMINGS CTR STE 3175","500","","CUMMINGS","CTR","","STE","3175","BEVERLY","MA","01915","6509","H","1","9789210500","P","201509","","I","87210505","87210500","","","","","6","","42.562395","-070.889405","2","250090559505595","","BEVERLY","703548","0001","0001","","15015200","15010000","","","","","0","","","","","","","","5412110302","5412110300","","","","","","C","000001","001","","V","P","010310","010280","","","","","","","","WAYNE","KRUPSKY","CPA","M","","","","N0002KHN78","","","20151007","","","14460"
"BAB0132897","ANTHONY CARDONE DMD","800 W CUMMINGS PARK","800","W","CUMMINGS","PARK","","","","WOBURN","MA","01801","6372","H","3","7819329320","P","201508","T","I","80210000","","","","","","5","","42.497514","-071.124247","2","250178103581035","","WOBURN","701632","0234","0001","DRCARDONE.COM|DRNANO.COM","18030300","","","","","","0","","","","","","","","6212100000","","","","","","","C","000001","001","","V","P","071770","","","","","","","C","7","ANTHONY","CARDONE","DMD","M","N","N","N","N0003QAJ8E","","","20151007","","","14460"
"C2D0434743","JERALD A PARISELLA LWYR","1 SCHOOL ST","1","","SCHOOL","ST","","","","BEVERLY","MA","01915","4824","S","1","9789211990","P","201509","T","I","81110000","81110700","81112000","","","","5","","42.543124","-070.883428","A","250090559505595","","BEVERLY","033758","0042","0001","","11180200","22060111","23010111","11180211","11180227","11180261","0","","","","","","","","5411100000","5411100700","5411102002","","","","","C","000001","005","","V","P","021021","022810","022420","","","","","","","JERALD","PARISELLA","LWYR","M","","","","N0000JIR88","","","20151007","","","14460"
"E0000JJI17","DR DANIEL MCCALL DMD","14 WINN ST","14","","WINN","ST","","","","WOBURN","MA","01801","2829","S","1","7819332551","P","201509","T","K","80210000","","","","","","5","","42.480262","-071.152933","A","250178103581035","U","WOBURN","","","","MCCALLFAMILYDENTAL.COM","18030300","","","","","","0","","","","","","","","6212100000","","","","","","","C","000001","","","T","P","071770","","","","","","","A","5","DANIEL","CALL","DENTIST","M","Y","N","N","MA04065448","","","20151007","","","14460"
"E0000JRGHH","LEONARD F FEMINO LWYR","1 SCHOOL ST","1","","SCHOOL","ST","","","","BEVERLY","MA","01915","4824","S","1","9789211990","P","201509","T","I","81110000","81110700","81112000","","","","5","","42.543124","-070.883428","A","250090559505595","","BEVERLY","533069","0141","0001","","11180200","22060111","23010111","11180211","11180227","11180261","0","","","","","","","","5411100000","5411100700","5411102002","","","","","C","000002","001","","V","P","021021","022810","022420","","","","","","","LEONARD","FEMINO","","M","","","","N0000JIR88","","","20151007","","","14460"
"E0000NTSCS","EDWARD CAHILL INS","306 CABOT ST","306","","CABOT","ST","","","","BEVERLY","MA","01915","3336","S","1","9789279352","P","201509","","I","63990300","64110000","","","","","5","","42.552618","-070.879132","A","250090559505595","","BEVERLY","533069","0126","0001","","15040000","15050400","","","","","0","","","","","","","","5241280500","5242100000","","","","","","C","000001","001","","V","P","124270","125160","","","","","","","","EDWARD","CAHILL","INS","M","","","","MA05041873","","","20151007","","","14460"
"E0000Q9IS1","LORI A CIANCIULLI ATTY","163 CABOT ST","163","","CABOT","ST","","","","BEVERLY","MA","01915","5821","S","1","9789229933","P","201509","","I","81110000","","","","","","6","","42.547094","-070.879527","1","250090559505595","","BEVERLY","033758","0012","0001","","11180200","22060100","23010100","","","","0","","","","","","","","5411100000","","","","","","","C","000001","005","","V","P","021021","","","","","","","","","LORI","CIANCIULLI","ATTY","F","","","","MA05045395","","","20151007","","","14460"
"E0000R0DV3","KEVIN GRAVES ATTY","100 CUMMINGS CTR STE 225D","100","","CUMMINGS","CTR","","STE","225D","BEVERLY","MA","01915","6113","H","1","9789212670","P","201509","","I","81110000","","","","","","6","","42.559021","-070.886853","2","250090559505595","","BEVERLY","033758","0024","0001","","11180200","22060100","23010100","","","","0","","","","","","","","5411100000","","","","","","","C","000001","005","","V","P","021021","","","","","","","","","KEVIN","GRAVES","ATTY","M","","","","N0000M10UO","","","20151007","","","14460"
"E0000R91O0","SAMUEL M MIGDOLE PSYCHOLGST","23 BROADWAY","23","","BROADWAY","","","","","BEVERLY","MA","01915","4417","S","1","9789222280","P","201509","","A","80490315","83220500","","","","","5","","42.547807","-070.880866","1","250090559505595","","BEVERLY","033758","0036","0001","","18031700","12051500","","","","","0","","","","","","","","6213300310","6211120000","6241200300","6241900400","","","","C","000001","005","","V","P","185520","147111","067620","","","","","","","SAML","MIGDOLE","PSYCHOLGST","U","","","","N00018L5N6","","","20151007","","","14460"
"E0000R9CF4","ALVAN G LEVENSON CPA","3 BALDWIN GREEN CMN STE 304","3","","BALDWIN GREEN","CMN","","STE","304","WOBURN","MA","01801","1887","F","1","7819320220","P","201509","","I","87210505","87210500","","","","","5","","42.502366","-071.159310","A","250178103581035","","WOBURN","033891","0029","0001","","15015200","15010000","","","","","0","","","","","","","","5412110302","5412110300","","","","","","C","000001","005","","V","P","010310","010280","","","","","","","","ALVAN","LEVENSON","CPA","M","","","","N0000UULI1","","","20151007","","","14460"
